,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
2903,Volkswagen,15880.0,vagon,139,1.4,Gas,yes,2011
2904,Audi,8150.0,sedan,162,2.0,Petrol,yes,2004
2905,Renault,3400.0,hatch,77,1.8,Other,yes,1994
2906,Toyota,13000.0,hatch,42,1.3,Petrol,yes,2013
2907,Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015
2908,Toyota,37700.0,crossover,62,3.0,Diesel,yes,2013
2909,BMW,11700.0,sedan,270,3.0,Diesel,yes,2003
2910,Mercedes-Benz,62999.0,crossover,0,2.2,Diesel,yes,2016
2911,Renault,13321.33,crossover,0,1.5,Diesel,yes,2016
2912,BMW,115800.0,crossover,4,3.0,Diesel,yes,2016
2913,Mercedes-Benz,27300.0,crossover,185,3.0,Diesel,yes,2008
2914,Toyota,64000.0,crossover,128,4.5,Diesel,yes,2013
2915,BMW,129222.0,sedan,2,5.0,Petrol,yes,2016
2916,Mitsubishi,11900.0,crossover,129,2.5,Diesel,yes,2007
2917,BMW,47500.0,sedan,0,2.0,Diesel,yes,2016
2918,BMW,12800.0,sedan,140,2.2,Petrol,yes,2005
2919,Mercedes-Benz,3900.0,sedan,375,2.0,Petrol,yes,1990
2920,Volkswagen,12650.0,hatch,11,1.0,Petrol,yes,2014
2921,Volkswagen,5600.0,vagon,235,1.4,Petrol,yes,2000
2922,Mercedes-Benz,19600.0,vagon,127,1.8,Diesel,yes,2013
2923,Toyota,28900.0,sedan,15,2.5,Petrol,yes,2015
2924,Volkswagen,10900.0,sedan,273,2.0,Petrol,yes,2006
2925,Volkswagen,11500.0,sedan,169,1.8,Petrol,yes,2008
2926,Mitsubishi,9950.0,crossover,275,3.5,Gas,yes,2000
2927,Mercedes-Benz,23800.0,sedan,195,2.2,Diesel,yes,2010
2928,Renault,8750.0,vagon,46,1.6,Petrol,yes,2012
2929,Toyota,19900.0,sedan,28,1.6,Petrol,yes,2014
2930,Audi,6000.0,sedan,226,1.8,Petrol,yes,1995
2931,Volkswagen,12900.0,sedan,136,1.6,Diesel,yes,2010
2932,BMW,8999.0,sedan,221,4.5,Petrol,yes,2002
2933,Volkswagen,8700.0,van,244,2.5,Diesel,yes,2001
2934,Toyota,19800.0,crossover,44,2.0,Petrol,yes,2013
2935,Volkswagen,9000.0,sedan,51,1.6,Petrol,yes,2013
2936,Volkswagen,21000.0,vagon,58,2.0,Diesel,yes,2013
2937,Audi,2100.0,vagon,275,2.5,Diesel,no,1998
2938,Mercedes-Benz,5000.0,van,400,2.3,Diesel,yes,1998
2939,Toyota,9500.0,other,90,1.6,Other,yes,2008
2940,Volkswagen,34500.0,van,167,2.0,Diesel,yes,2013
2941,Toyota,9800.0,hatch,98,1.6,Gas,yes,2008
2942,Audi,10399.0,sedan,293,1.8,Gas,yes,2004
2943,Mercedes-Benz,42000.0,sedan,38,2.2,Diesel,yes,2014
2944,Audi,14500.0,hatch,60,1.2,Petrol,yes,2011
2945,Toyota,13621.43,sedan,0,1.3,Petrol,yes,2015
2946,BMW,3300.0,sedan,250,3.0,Diesel,no,2000
2947,Volkswagen,34899.14,vagon,0,2.0,Petrol,yes,2016
2948,Mercedes-Benz,4500.0,van,180,2.3,Diesel,yes,1998
2949,Volkswagen,1800.0,vagon,280,1.9,Diesel,yes,1996
2950,Mitsubishi,12999.0,crossover,140,2.4,Gas,yes,2007
2951,Volkswagen,8800.0,van,240,1.9,Diesel,yes,2003
2952,Audi,22000.0,crossover,152,4.2,Petrol,yes,2007
2953,Toyota,35555.0,crossover,40,3.5,Petrol,yes,2013
2954,Volkswagen,2600.0,sedan,330,1.9,Petrol,no,1999
2955,Volkswagen,11818.95,sedan,1,1.6,Petrol,yes,2014
2956,Renault,8000.0,van,207,1.9,Diesel,yes,2003
2957,Audi,52055.25,crossover,0,2.0,Diesel,yes,2016
2958,Audi,5300.0,other,182,2.5,Diesel,no,2002
2959,Renault,1800.0,van,123,1.9,Diesel,yes,2004
2960,Volkswagen,8500.0,van,216,1.9,Diesel,yes,2005
2961,Mercedes-Benz,99999.0,crossover,30,5.0,Petrol,yes,2013
2962,Toyota,23000.0,crossover,233,4.0,Gas,yes,2006
2963,Audi,11900.0,sedan,131,2.0,Petrol,yes,2007
2964,Mercedes-Benz,6999.0,sedan,200,2.6,Gas,yes,2001
2965,Toyota,9999.0,sedan,345,3.0,Gas,yes,2005
2966,Audi,8999.0,vagon,200,2.7,Petrol,yes,2003
2967,Renault,10800.0,other,206,2.0,Diesel,yes,2008
2968,Mercedes-Benz,11500.0,van,200,2.2,Diesel,yes,2010
2969,Mitsubishi,2300.0,sedan,420,1.8,Petrol,yes,1991
2970,Audi,2000.0,vagon,310,2.5,Other,no,1998
2971,Volkswagen,28900.0,crossover,1,2.0,Petrol,yes,2016
2972,Mercedes-Benz,7700.0,sedan,285,3.0,Diesel,yes,1999
2973,Renault,20996.24,crossover,0,1.5,Diesel,yes,2016
2974,Toyota,8600.0,sedan,126,1.6,Petrol,yes,2008
2975,Toyota,11000.0,sedan,156,1.8,Petrol,yes,2008
2976,Volkswagen,11200.0,sedan,260,3.2,Petrol,yes,2006
2977,BMW,5000.0,sedan,270,3.0,Diesel,yes,2000
2978,BMW,14900.0,vagon,221,2.0,Diesel,yes,2008
2979,Mercedes-Benz,9500.0,other,280,2.9,Diesel,yes,1998
2980,Volkswagen,7700.0,sedan,220,2.8,Petrol,yes,2004
2981,Toyota,21900.0,sedan,88,2.5,Petrol,yes,2012
2982,BMW,77500.0,crossover,1,3.0,Petrol,yes,2016
2983,Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004
2984,Mercedes-Benz,2199.0,van,396,2.2,Diesel,no,2000
2985,Mercedes-Benz,41900.0,sedan,95,6.3,Petrol,yes,2011
2986,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011
2987,Toyota,14300.0,sedan,71,2.4,Petrol,yes,2008
2988,Mercedes-Benz,83000.0,crossover,70,3.0,Diesel,yes,2013
2989,BMW,6500.0,sedan,311,2.0,Gas,yes,1998
2990,Mercedes-Benz,8500.0,van,281,2.2,Diesel,yes,2004
2991,Renault,5400.0,vagon,181,1.5,Diesel,no,2010
2992,Toyota,16800.0,crossover,238,4.0,Gas,yes,2004
2993,Toyota,22900.0,crossover,34,2.0,Petrol,yes,2012
2994,Mercedes-Benz,21300.0,crossover,143,3.2,Diesel,yes,2007
2995,BMW,16999.0,other,90,2.5,Petrol,yes,2008
2996,Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011
2997,Mercedes-Benz,5300.0,van,244,2.2,Diesel,yes,2000
2998,Mercedes-Benz,16500.0,sedan,280,3.7,Petrol,yes,2004
2999,BMW,8999.0,sedan,250,1.9,Petrol,yes,2001
3000,Toyota,14850.0,hatch,51,1.6,Petrol,yes,2013
3001,BMW,24100.0,vagon,112,3.0,Petrol,yes,2011
3002,BMW,66500.0,crossover,1,2.0,Diesel,yes,2016
3003,BMW,24500.0,crossover,195,4.8,Petrol,yes,2007
3004,Toyota,23499.0,crossover,174,4.0,Gas,yes,2008
3005,Volkswagen,14500.0,vagon,229,2.0,Diesel,yes,2009
3006,Renault,13300.95,vagon,0,1.5,Diesel,yes,2016
3007,BMW,8500.0,sedan,245,2.2,Petrol,yes,2002
3008,Mercedes-Benz,21500.0,sedan,146,1.8,Gas,yes,2012
3009,Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005
3010,Mercedes-Benz,4500.0,other,356,2.3,Petrol,yes,1991
3011,Volkswagen,21900.0,van,166,2.0,Diesel,yes,2011
3012,Mercedes-Benz,102800.0,van,0,2.2,Diesel,yes,2016
3013,Renault,7750.0,van,70,1.5,Diesel,yes,2014
3014,Volkswagen,9750.0,van,253,1.9,Diesel,yes,2010
3015,Renault,3100.0,vagon,150,1.9,Diesel,no,2003
3016,BMW,1900.0,sedan,200,1.8,Gas,no,1994
3017,BMW,14300.0,sedan,217,3.0,Diesel,yes,2005
3018,Renault,4300.0,van,1,1.5,Diesel,yes,2003
3019,Audi,17000.0,crossover,127,3.0,Diesel,no,2013
3020,Toyota,17999.0,crossover,35,2.0,Petrol,yes,2009
3021,Mercedes-Benz,99000.0,crossover,0,3.0,Diesel,yes,2016
3022,Audi,3100.0,hatch,114,1.6,Petrol,no,2001
3023,Mitsubishi,6999.0,sedan,113,1.5,Petrol,yes,2007
3024,Toyota,13900.0,sedan,102,3.5,Gas,yes,2008
3025,Mercedes-Benz,68500.0,crossover,68,3.0,Diesel,yes,2014
3026,Mercedes-Benz,11800.0,van,148,2.2,Diesel,yes,2010
3027,Mercedes-Benz,115555.0,crossover,39,3.0,Diesel,yes,2015
3028,Audi,21000.0,sedan,210,4.2,Petrol,yes,2009
3029,Mercedes-Benz,3150.0,vagon,220,1.7,Other,no,2001
3030,Audi,1950.0,vagon,300,1.8,Petrol,no,1999
3031,Mitsubishi,12500.0,crossover,120,2.5,Diesel,yes,2007
3032,Volkswagen,3100.0,sedan,232,1.9,Diesel,no,2001
3033,Toyota,19800.0,crossover,252,4.2,Diesel,yes,2002
3034,Audi,4200.0,sedan,236,2.5,Diesel,no,2003
3035,Audi,2100.0,vagon,230,1.9,Diesel,no,2000
3036,BMW,32500.0,vagon,162,3.0,Diesel,yes,2012
3037,Audi,15500.0,vagon,180,2.0,Diesel,yes,2007
3038,Mercedes-Benz,11500.0,sedan,224,2.6,Gas,yes,2003
3039,Audi,3000.0,sedan,265,1.8,Petrol,yes,1988
3040,BMW,4550.0,sedan,200,2.8,Petrol,no,1997
3041,BMW,18777.0,sedan,134,4.4,Petrol,yes,2005
3042,Audi,19700.0,crossover,172,3.6,Petrol,yes,2007
3043,Renault,10950.0,vagon,180,1.5,Diesel,yes,2011
3044,Volkswagen,9600.0,other,128,1.9,Diesel,yes,2010
3045,Renault,6700.0,hatch,96,1.4,Petrol,yes,2010
3046,BMW,23500.0,crossover,74,2.0,Petrol,yes,2010
3047,Volkswagen,9000.0,sedan,59,2.0,Petrol,no,2010
3048,Volkswagen,38764.0,sedan,0,2.0,Diesel,yes,2014
3049,Volkswagen,5500.0,van,380,2.4,Diesel,yes,1999
3050,Mercedes-Benz,11800.0,sedan,150,2.2,Diesel,yes,2004
3051,Toyota,52500.0,crossover,43,3.0,Other,yes,2014
3052,Audi,31500.0,sedan,80,2.0,Petrol,yes,2013
3053,Volkswagen,22800.0,other,161,2.0,Diesel,yes,2011
3054,BMW,21000.0,other,130,2.5,Petrol,yes,2006
3055,Mercedes-Benz,9200.0,sedan,172,2.8,Petrol,yes,1997
3056,Mercedes-Benz,9900.0,sedan,320,2.7,Diesel,yes,2001
3057,Volkswagen,1500.0,sedan,265,1.8,Petrol,yes,1988
3058,BMW,2850.0,sedan,386,5.0,Gas,yes,1988
3059,Volkswagen,19999.0,other,48,2.0,Diesel,yes,2012
3060,Volkswagen,11250.0,other,159,1.4,Petrol,yes,2010
3061,Mitsubishi,46000.0,crossover,0,2.4,Diesel,yes,2016
3062,Volkswagen,18300.0,van,1,2.2,Diesel,yes,2013
3063,BMW,42900.0,sedan,2,2.0,Petrol,yes,2016
3064,BMW,18400.0,crossover,256,3.0,Diesel,yes,2006
3065,BMW,12900.0,sedan,121,2.0,Petrol,yes,2007
3066,Toyota,37600.0,crossover,126,4.7,Petrol,yes,2008
3067,BMW,46000.0,sedan,5,2.0,Petrol,yes,2016
3068,BMW,6500.0,vagon,377,2.0,Gas,yes,1998
3069,Volkswagen,55555.0,van,53,2.0,Diesel,yes,2013
3070,Mitsubishi,6900.0,sedan,190,1.6,Gas,yes,2007
3071,Mercedes-Benz,104000.0,crossover,16,5.5,Petrol,yes,2015
3072,Mitsubishi,5200.0,van,200,1.6,Petrol,yes,2003
3073,Mitsubishi,8400.0,sedan,147,2.0,Petrol,yes,2007
3074,Volkswagen,1450.0,hatch,200,1.8,Gas,no,1992
3075,Volkswagen,13700.0,other,103,2.0,Diesel,yes,2013
3076,Toyota,18950.0,sedan,45,1.8,Petrol,yes,2014
3077,Mercedes-Benz,13000.0,other,247,2.2,Diesel,yes,2012
3078,Mitsubishi,19800.0,crossover,67,2.0,Gas,yes,2013
3079,Mercedes-Benz,22500.0,sedan,213,2.2,Diesel,yes,2012
3080,BMW,19500.0,sedan,190,6.0,Petrol,yes,2004
3081,Mercedes-Benz,6100.0,sedan,300,3.2,Diesel,no,2004
3082,Volkswagen,19000.0,sedan,109,1.8,Petrol,yes,2012
3083,Mercedes-Benz,3799.0,van,350,2.2,Diesel,yes,2000
3084,BMW,8900.0,sedan,250,2.5,Diesel,yes,2001
3085,Volkswagen,8000.0,van,350,1.9,Diesel,yes,2004
3086,BMW,4500.0,sedan,300,3.0,Diesel,yes,2000
3087,Volkswagen,2600.0,van,10,2.4,Diesel,yes,1988
3088,BMW,4300.0,sedan,240,2.5,Diesel,no,2002
3089,Mercedes-Benz,82555.0,crossover,69,3.0,Diesel,yes,2014
3090,Renault,10000.0,other,214,2.5,Diesel,yes,2008
3091,Audi,56000.0,crossover,44,3.0,Diesel,yes,2014
3092,BMW,21700.0,sedan,259,3.0,Diesel,yes,2007
3093,BMW,89999.0,crossover,17,4.4,Petrol,yes,2015
3094,Mitsubishi,9200.0,sedan,92,2.0,Petrol,yes,2010
3095,Audi,21700.0,sedan,167,3.0,Petrol,yes,2009
3096,Mercedes-Benz,27300.0,crossover,149,5.46,Petrol,yes,2009
3097,Volkswagen,15200.0,van,132,2.5,Diesel,yes,2009
3098,Volkswagen,9800.0,van,86,1.2,Petrol,yes,2013
3099,Mercedes-Benz,14500.0,vagon,178,3.0,Diesel,yes,2006
3100,Renault,7800.0,vagon,120,1.5,Diesel,yes,2008
3101,Mercedes-Benz,15250.0,sedan,210,2.2,Diesel,yes,2006
3102,Audi,13500.0,sedan,196,2.4,Petrol,yes,2005
3103,Audi,23333.0,other,150,4.2,Petrol,yes,2007
3104,Mercedes-Benz,18800.0,other,90,1.8,Petrol,yes,2008
3105,Mitsubishi,6700.0,sedan,193,1.6,Petrol,yes,2005
3106,Toyota,8200.0,crossover,212,2.0,Gas,yes,2003
3107,Volkswagen,1650.0,sedan,210,1.8,Petrol,no,1998
3108,Audi,49500.0,crossover,44,3.0,Diesel,yes,2013
3109,Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013
3110,Volkswagen,10300.0,hatch,110,1.9,Diesel,yes,2008
3111,Toyota,12500.0,sedan,175,2.4,Petrol,yes,2007
3112,Mitsubishi,6800.0,sedan,170,1.6,Petrol,yes,2004
3113,BMW,33500.0,sedan,1,1.5,Petrol,yes,2015
3114,Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016
3115,Volkswagen,1499.0,sedan,220,2.0,Gas,no,1995
3116,Volkswagen,18900.0,hatch,56,2.0,Petrol,yes,2012
3117,BMW,67500.0,crossover,1,2.0,Diesel,yes,2016
3118,BMW,52000.0,crossover,7,2.0,Diesel,yes,2015
3119,Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010
3120,Toyota,33333.0,vagon,73,4.0,Gas,yes,2009
3121,Audi,88888.0,crossover,0,3.0,Diesel,yes,2015
3122,Renault,7450.0,other,208,1.9,Other,yes,2004
3123,Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010
3124,BMW,14200.0,sedan,263,3.0,Petrol,yes,2004
3125,Renault,6300.0,vagon,202,1.5,Diesel,yes,2005
3126,Renault,4350.0,van,188,1.5,Diesel,yes,2004
3127,Renault,11100.0,vagon,155,1.5,Diesel,yes,2012
3128,Volkswagen,6300.0,vagon,132,2.8,Gas,yes,1995
3129,Renault,3300.0,van,256,1.5,Diesel,yes,2005
3130,Mercedes-Benz,7450.0,sedan,300,2.0,Gas,yes,2000
3131,Mitsubishi,1850.0,sedan,145,1.6,Petrol,no,1997
3132,Mercedes-Benz,14000.0,other,360,2.2,Diesel,yes,2005
3133,Renault,12850.0,other,226,2.3,Diesel,yes,2012
3134,Toyota,18300.0,hatch,30,1.6,Petrol,yes,2014
3135,Volkswagen,14700.0,sedan,97,1.4,Gas,yes,2012
3136,Volkswagen,3000.0,sedan,250,2.8,Gas,no,2002
3137,Mercedes-Benz,12999.0,sedan,247,4.0,Diesel,yes,2003
3138,Mercedes-Benz,11850.0,van,177,2.2,Diesel,yes,2011
3139,Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013
3140,Mercedes-Benz,20200.0,sedan,69,2.0,Petrol,yes,2010
3141,Volkswagen,12000.0,sedan,186,3.2,Petrol,yes,2006
3142,Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012
3143,Toyota,16800.0,crossover,154,2.7,Petrol,yes,2005
3144,Mercedes-Benz,10600.0,van,250,2.2,Diesel,yes,2006
3145,Mercedes-Benz,114999.0,crossover,0,3.0,Diesel,yes,2016
3146,Renault,4700.0,hatch,124,1.5,Diesel,yes,2003
3147,Mercedes-Benz,20000.0,crossover,251,5.0,Gas,yes,2002
3148,Mercedes-Benz,104999.0,crossover,1,3.0,Diesel,yes,2016
3149,Mercedes-Benz,9000.0,sedan,198,4.0,Diesel,yes,2002
3150,BMW,36300.0,crossover,83,3.5,Petrol,yes,2010
3151,Toyota,19400.0,crossover,88,2.0,Petrol,yes,2011
3152,Mercedes-Benz,7700.0,sedan,230,2.0,Petrol,yes,2001
3153,Mitsubishi,17500.0,other,69,2.5,Diesel,yes,2011
3154,BMW,31000.0,sedan,100,2.0,Petrol,yes,2012
3155,Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015
3156,BMW,13500.0,sedan,233,3.0,Diesel,yes,2003
3157,Renault,4900.0,van,150,2.0,Diesel,yes,2007
3158,Mercedes-Benz,7700.0,sedan,340,2.2,Diesel,yes,2002
3159,Renault,10900.0,vagon,175,1.5,Diesel,yes,2012
3160,BMW,2200.0,sedan,303,2.5,Diesel,no,1999
3161,BMW,7200.0,sedan,270,3.0,Diesel,no,2004
3162,Toyota,9150.0,hatch,87,1.6,Petrol,yes,2008
3163,BMW,5900.0,sedan,10,2.8,Petrol,yes,1989
3164,Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001
3165,Volkswagen,1500.0,vagon,200,1.8,Gas,yes,1996
3166,Volkswagen,9500.0,hatch,62,1.2,Diesel,yes,2011
3167,Mercedes-Benz,3500.0,van,395,2.3,Diesel,no,1997
3168,Volkswagen,3650.0,sedan,300,1.8,Petrol,yes,1996
3169,Mercedes-Benz,63000.0,crossover,160,3.0,Diesel,yes,2013
3170,Volkswagen,6600.0,van,240,1.9,Diesel,yes,2008
3171,Toyota,10200.0,sedan,185,1.8,Petrol,yes,2007
3172,Volkswagen,19995.0,hatch,68,1.4,Petrol,yes,2013
3173,Mitsubishi,9800.0,sedan,56,1.5,Petrol,yes,2011
3174,Mercedes-Benz,11200.0,sedan,198,6.0,Petrol,yes,2004
3175,Volkswagen,18000.0,crossover,117,2.5,Diesel,yes,2006
3176,Mitsubishi,28500.0,crossover,0,2.0,Petrol,yes,2016
3177,Mitsubishi,9800.0,sedan,81,2.0,Petrol,yes,2009
3178,Audi,3900.0,sedan,247,2.5,Diesel,no,2003
3179,Mitsubishi,22711.65,crossover,1,2.0,Petrol,yes,2016
3180,BMW,6500.0,sedan,298,2.5,Petrol,yes,1998
3181,Volkswagen,4999.0,hatch,300,1.9,Diesel,yes,1999
3182,Renault,9100.0,vagon,176,1.5,Diesel,yes,2011
3183,Mercedes-Benz,11000.0,sedan,319,2.2,Diesel,yes,2003
3184,Volkswagen,7200.0,hatch,159,1.6,Petrol,yes,2007
3185,Mercedes-Benz,10900.0,van,191,2.2,Diesel,yes,2007
3186,Volkswagen,35000.0,sedan,74,4.2,Gas,yes,2011
3187,Mitsubishi,11500.0,sedan,134,2.4,Petrol,yes,2009
3188,Mercedes-Benz,9999.0,van,154,2.2,Diesel,yes,2007
3189,Renault,4400.0,other,220,1.5,Diesel,yes,2004
3190,Mitsubishi,4000.0,hatch,367,1.6,Gas,yes,1997
3191,Audi,29999.0,other,90,3.0,Petrol,yes,2011
3192,Volkswagen,14800.0,van,65,1.6,Diesel,yes,2012
3193,Mitsubishi,5500.0,crossover,30,2.5,Diesel,yes,2014
3194,BMW,39333.0,sedan,6,2.0,Petrol,yes,2016
3195,Mitsubishi,17000.0,crossover,215,3.8,Petrol,yes,2006
3196,Toyota,20900.0,sedan,18,2.5,Other,yes,2013
3197,BMW,15000.0,sedan,137,2.2,Petrol,yes,2004
3198,Volkswagen,1850.0,other,200,1.6,Petrol,no,1999
3199,Renault,6900.0,hatch,47,1.4,Petrol,yes,2012
3200,Volkswagen,11990.0,sedan,245,2.0,Diesel,yes,2007
3201,Mercedes-Benz,41000.0,van,55,3.0,Diesel,yes,2011
3202,BMW,42000.0,sedan,5,2.0,Petrol,yes,2016
3203,Renault,7700.0,van,128,1.5,Diesel,yes,2012
3204,Volkswagen,7750.0,van,265,1.9,Diesel,yes,2002
3205,Toyota,10100.0,other,83,1.6,Other,yes,2008
3206,Renault,7500.0,van,128,1.5,Diesel,yes,2009
3207,BMW,2700.0,sedan,220,2.5,Petrol,no,2002
3208,Mercedes-Benz,74900.0,other,32,6.3,Petrol,yes,2007
3209,Renault,800.0,van,200,1.9,Diesel,no,1997
3210,Mitsubishi,17900.0,crossover,89,3.8,Gas,yes,2008
3211,Audi,29000.0,vagon,213,3.0,Diesel,yes,2010
3212,BMW,17100.0,crossover,188,3.0,Diesel,yes,2004
3213,Mercedes-Benz,1600.0,sedan,338,3.0,Diesel,no,1991
3214,Mercedes-Benz,11777.0,other,300,4.3,Gas,yes,2001
3215,BMW,6699.0,sedan,299,2.2,Petrol,yes,2001
3216,BMW,3900.0,vagon,240,3.0,Diesel,no,2001
3217,Volkswagen,6500.0,sedan,212,1.6,Petrol,yes,2003
3218,BMW,51500.0,hatch,77,3.0,Petrol,yes,2012
3219,Renault,6500.0,vagon,186,1.5,Diesel,yes,2004
3220,BMW,10800.0,other,191,2.2,Petrol,yes,2002
3221,Audi,2450.0,vagon,240,2.5,Diesel,no,2000
3222,Toyota,28800.0,crossover,29,2.2,Diesel,yes,2015
3223,Volkswagen,6900.0,crossover,258,2.5,Diesel,no,2004
3224,Volkswagen,12700.0,van,75,1.2,Petrol,yes,2012
3225,Toyota,7900.0,hatch,56,1.0,Gas,yes,2011
3226,BMW,18000.0,sedan,180,2.0,Other,no,2011
3227,BMW,8899.0,sedan,170,2.2,Petrol,yes,2001
3228,Mercedes-Benz,57000.0,other,0,1.6,Petrol,yes,2016
3229,Audi,10900.0,sedan,199,3.0,Petrol,yes,2004
3230,Toyota,42500.0,crossover,50,3.0,Diesel,yes,2012
3231,BMW,51900.0,crossover,106,3.0,Diesel,yes,2012
3232,Renault,3300.0,van,345,1.9,Diesel,yes,2001
3233,Mercedes-Benz,16555.0,sedan,159,3.5,Gas,yes,2006
3234,Mercedes-Benz,7000.0,van,197,2.2,Diesel,yes,2002
3235,Mercedes-Benz,9300.0,sedan,342,2.6,Petrol,yes,2003
3236,Audi,11500.0,sedan,85,1.8,Petrol,yes,2007
3237,Toyota,16672.5,hatch,1,1.6,Petrol,yes,2016
3238,Volkswagen,37990.0,crossover,140,3.0,Diesel,yes,2012
3239,Mercedes-Benz,2400.0,sedan,1,2.0,Petrol,no,2001
3240,Renault,7150.0,van,142,1.5,Diesel,yes,2012
3241,Toyota,5000.0,crossover,289,2.0,Diesel,no,2003
3242,Mercedes-Benz,7700.0,sedan,390,3.0,Diesel,no,2007
3243,Mercedes-Benz,28500.0,crossover,190,3.2,Diesel,yes,2008
3244,Toyota,61000.0,crossover,100,4.5,Diesel,yes,2013
3245,Toyota,14700.0,vagon,98,2.0,Gas,yes,2008
3246,Volkswagen,21900.0,sedan,107,3.0,Diesel,yes,2009
3247,Audi,53700.0,crossover,67,3.0,Petrol,yes,2013
3248,Volkswagen,19200.0,crossover,155,2.5,Diesel,yes,2008
3249,Audi,18700.0,sedan,136,2.0,Diesel,yes,2009
3250,Audi,9600.0,vagon,230,2.5,Diesel,yes,2004
3251,Volkswagen,10500.0,van,312,2.5,Diesel,yes,1998
3252,BMW,77777.0,sedan,8,4.4,Petrol,yes,2014
3253,Volkswagen,18200.0,crossover,179,2.5,Diesel,yes,2007
3254,Audi,52000.0,other,124,3.0,Diesel,yes,2012
3255,BMW,13700.0,sedan,122,2.0,Petrol,yes,2007
3256,BMW,15000.0,vagon,245,3.0,Gas,yes,2006
3257,Mitsubishi,6400.0,sedan,127,1.6,Petrol,yes,2006
3258,Toyota,54000.0,crossover,147,4.5,Diesel,yes,2011
3259,Toyota,23700.0,sedan,100,2.5,Gas,yes,2014
3260,Volkswagen,13950.0,hatch,104,1.2,Petrol,yes,2012
3261,Toyota,23200.0,crossover,160,4.0,Petrol,yes,2008
3262,Audi,89999.0,crossover,0,3.0,Diesel,yes,2015
3263,BMW,21700.0,crossover,125,3.0,Petrol,yes,2007
3264,Toyota,16500.0,crossover,328,4.2,Diesel,yes,1993
3265,BMW,15000.0,crossover,85,4.8,Petrol,no,2010
3266,Mercedes-Benz,61500.0,crossover,16,3.0,Diesel,yes,2013
3267,BMW,1700.0,sedan,200,2.0,Diesel,no,2003
3268,BMW,8500.0,sedan,352,2.17,Petrol,yes,2001
3269,Toyota,9999.0,sedan,250,2.4,Petrol,yes,2003
3270,Audi,3300.0,vagon,300,2.5,Diesel,no,1999
3271,Volkswagen,19900.0,other,112,2.0,Petrol,yes,2012
3272,Renault,11300.0,vagon,160,1.5,Diesel,yes,2011
3273,Toyota,14900.0,sedan,149,3.5,Gas,yes,2008
3274,Toyota,39000.0,crossover,88,4.5,Diesel,yes,2009
3275,Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010
3276,BMW,72900.0,crossover,16,3.0,Diesel,yes,2015
3277,Renault,10500.0,vagon,185,1.5,Diesel,yes,2011
3278,Renault,13900.0,vagon,89,1.5,Diesel,yes,2013
3279,Renault,6800.0,van,131,1.5,Diesel,yes,2013
3280,Mercedes-Benz,8500.0,van,270,2.2,Diesel,yes,2004
3281,Volkswagen,7600.0,van,158,2.0,Diesel,yes,2009
3282,Toyota,30950.0,other,45,4.6,Petrol,yes,2013
3283,Audi,3990.0,sedan,413,2.6,Gas,yes,1993
3284,Audi,68500.0,sedan,44,6.3,Petrol,yes,2012
3285,Audi,33500.0,sedan,42,2.0,Petrol,yes,2013
3286,BMW,11500.0,sedan,193,4.4,Petrol,yes,2000
3287,Toyota,24999.0,crossover,153,4.0,Petrol,yes,2007
3288,Audi,1850.0,sedan,250,2.5,Diesel,no,1999
3289,Mercedes-Benz,29500.0,crossover,55,2.2,Diesel,no,2013
3290,Mercedes-Benz,57000.0,sedan,43,4.7,Petrol,yes,2012
3291,Audi,30900.0,hatch,195,3.0,Diesel,yes,2010
3292,Toyota,7000.0,crossover,150,2.0,Petrol,yes,2000
3293,Volkswagen,8950.0,van,170,1.6,Diesel,yes,2013
3294,Mitsubishi,2500.0,crossover,1,2.5,Diesel,yes,2007
3295,Renault,8350.0,other,141,1.5,Other,yes,2012
3296,BMW,11400.0,sedan,206,3.0,Petrol,yes,2003
3297,Volkswagen,2600.0,sedan,280,2.5,Diesel,no,2000
3298,Mercedes-Benz,7450.0,sedan,219,2.0,Petrol,yes,2000
3299,Audi,9499.0,sedan,255,2.5,Diesel,yes,2002
3300,Toyota,14900.0,sedan,106,2.4,Petrol,yes,2008
3301,Volkswagen,8200.0,van,265,2.5,Diesel,no,2007
3302,Mercedes-Benz,12500.0,sedan,208,3.2,Diesel,yes,2004
3303,Toyota,14500.0,sedan,127,2.4,Gas,yes,2008
3304,BMW,41000.0,crossover,80,3.0,Petrol,yes,2012
3305,Volkswagen,12000.0,sedan,73,1.6,Gas,yes,2011
3306,Mercedes-Benz,5600.0,sedan,230,2.7,Diesel,no,2005
